23.0,25.0,0.5
23.0,23.0,0.5
23.0,21.0,0.5
25.0,19.0,0.5
23.0,17.0,0.5
21.0,15.0,0.5
19.0,13.0,0.5
17.0,11.0,0.5
15.0,11.0,0.5
15.0,11.0,0.5
17.0,9.0,0.5
19.0,7.0,0.5
21.0,5.0,0.5
23.0,3.0,0.5
25.0,1.0,0.5
23.0,-1.0,0.5
21.0,-3.0,0.5
19.0,-5.0,0.5
17.0,-7.0,0.5
15.0,-9.0,0.5
13.0,-11.0,0.5
11.0,-13.0,0.5
9.0,-15.0,0.5
7.0,-17.0,0.5
5.0,-17.0,0.5
3.0,-15.0,0.5
1.0,-13.0,0.5
-1.0,-11.0,0.5
-3.0,-11.0,0.5
-5.0,-13.0,0.5
-7.0,-15.0,0.5
-7.0,-17.0,0.5
-9.0,-19.0,0.5
-11.0,-21.0,0.5
-13.0,-23.0,0.5
-13.0,-23.0,0.5
-15.0,-21.0,0.5
-17.0,-21.0,0.5
-19.0,-19.0,0.5
-21.0,-19.0,0.5
-23.0,-21.0,0.5
-25.0,-23.0,0.5
-23.0,-25.0,0.5
-17.0,-25.0,0.5
-15.0,-25.0,0.5
-13.0,-23.0,0.5
-11.0,-21.0,0.5
-9.0,-21.0,0.5
-9.0,-21.0,0.5
-9.0,-21.0,0.5
-7.0,-23.0,0.5
-5.0,-25.0,0.5
-3.0,-23.0,0.5
-1.0,-23.0,0.5
1.0,-23.0,0.5
3.0,-23.0,0.5
3.0,-21.0,0.5
5.0,-21.0,0.5
5.0,-19.0,0.5
7.0,-17.0,0.5
9.0,-17.0,0.5
9.0,-19.0,0.5
11.0,-19.0,0.5
13.0,-21.0,0.5
13.0,-23.0,0.5
13.0,-25.0,0.5
11.0,-25.0,0.5
9.0,-25.0,0.5
7.0,-23.0,0.5
5.0,-23.0,0.5
5.0,-25.0,0.5
5.0,-25.0,0.5
7.0,-23.0,0.5
7.0,-23.0,0.5
9.0,-21.0,0.5
9.0,-21.0,0.5
9.0,-19.0,0.5
11.0,-17.0,0.5
13.0,-15.0,0.5
15.0,-13.0,0.5
17.0,-13.0,0.5
19.0,-11.0,0.5
21.0,-9.0,0.5
21.0,-9.0,0.5
21.0,-11.0,0.5
19.0,-11.0,0.5
19.0,-9.0,0.5
21.0,-7.0,0.5
23.0,-5.0,0.5
25.0,-3.0,0.5
23.0,-1.0,0.5
21.0,1.0,0.5
21.0,3.0,0.5
21.0,5.0,0.5
19.0,7.0,0.5
17.0,9.0,0.5
15.0,11.0,0.5
13.0,13.0,0.5
11.0,13.0,0.5
9.0,11.0,0.5
