34,47,1.0
38,43,1.0
42,39,1.0
46,39,1.0
50,43,1.0
46,47,1.0
42,47,1.0
42,47,1.0
38,43,1.0
34,39,1.0
30,35,1.0
26,31,1.0
22,27,1.0
18,23,1.0
14,19,1.0
10,15,1.0
6,15,1.0
2,11,1.0
-2,7,1.0
-6,7,1.0
-10,7,1.0
-14,11,1.0
-18,15,1.0
-18,19,1.0
-14,19,1.0
-10,23,1.0
-6,27,1.0
-2,31,1.0
2,35,1.0
6,39,1.0
10,39,1.0
14,35,1.0
18,31,1.0
22,27,1.0
26,23,1.0
30,19,1.0
34,15,1.0
38,11,1.0
42,7,1.0
46,3,1.0
50,-1,1.0
46,-5,1.0
42,-1,1.0
38,3,1.0
34,7,1.0
30,7,1.0
26,3,1.0
22,-1,1.0
18,-1,1.0
14,3,1.0
10,7,1.0
14,11,1.0
18,15,1.0
22,19,1.0
26,23,1.0
30,27,1.0
34,31,1.0
38,35,1.0
42,39,1.0
46,43,1.0
50,47,1.0
44.0,50.0,1.0
40.0,50.0,1.0
36.0,46.0,1.0
36.0,42.0,1.0
36.0,38.0,1.0
36.0,34.0,1.0
40.0,30.0,1.0
36.0,26.0,1.0
32.0,22.0,1.0
32.0,22.0,1.0
36.0,18.0,1.0
40.0,18.0,1.0
44.0,14.0,1.0
48.0,14.0,1.0
44.0,18.0,1.0
40.0,22.0,1.0
40.0,26.0,1.0
36.0,30.0,1.0
36.0,34.0,1.0
32.0,34.0,1.0
32.0,30.0,1.0
28.0,30.0,1.0
24.0,30.0,1.0
20.0,30.0,1.0
16.0,30.0,1.0
16.0,34.0,1.0
20.0,38.0,1.0
24.0,42.0,1.0
28.0,46.0,1.0
32.0,50.0,1.0
36.0,50.0,1.0
40.0,50.0,1.0
44.0,50.0,1.0
48.0,50.0,1.0
44.0,46.0,1.0
40.0,42.0,1.0
36.0,38.0,1.0
32.0,34.0,1.0
28.0,30.0,1.0
24.0,26.0,1.0
20.0,26.0,1.0
16.0,22.0,1.0
12.0,18.0,1.0
8.0,18.0,1.0
8.0,18.0,1.0
8.0,18.0,1.0
4.0,14.0,1.0
4.0,10.0,1.0
8.0,6.0,1.0
4.0,2.0,1.0
0.0,-2.0,1.0
-4.0,-6.0,1.0
-8.0,-10.0,1.0
-12.0,-14.0,1.0
-16.0,-18.0,1.0
-20.0,-22.0,1.0
-24.0,-26.0,1.0
-28.0,-30.0,1.0
-32.0,-34.0,1.0
-36.0,-38.0,1.0
-40.0,-42.0,1.0
-44.0,-46.0,1.0
-38.0,-50.0,1.0
-34.0,-46.0,1.0
-38.0,-50.0,1.0
-44.0,-44.0,1.0
