-44,-30,0.25
-50,-30,0.25
-44,-36,0.25
-44,-42,0.25
-38,-48,0.25
-32,-42,0.25
-26,-36,0.25
-20,-30,0.25
-14,-24,0.25
-8,-18,0.25
-8,-18,0.25
-8,-18,0.25
-8,-18,0.25
-14,-24,0.25
-14,-30,0.25
-8,-36,0.25
-2,-42,0.25
4,-48,0.25
10,-42,0.25
16,-36,0.25
22,-30,0.25
28,-24,0.25
28,-18,0.25
34,-18,0.25
34,-12,0.25
28,-6,0.25
28,0,0.25
34,6,0.25
40,6,0.25
46,12,0.25
40,18,0.25
34,24,0.25
40,18,0.25
46,12,0.25
40,6,0.25
46,0,0.25
50.0,-6,0.25
50.0,-18.0,0.25
50.0,-24.0,0.25
44.0,-30.0,0.25
38.0,-36.0,0.25
32.0,-42.0,0.25
26.0,-48.0,0.25
20.0,-42.0,0.25
20.0,-36.0,0.25
26.0,-30.0,0.25
32.0,-30.0,0.25
32.0,-36.0,0.25
38.0,-42.0,0.25
38.0,-48.0,0.25
38.0,-42.0,0.25
44.0,-36.0,0.25
50.0,-30.0,0.25
44.0,-24.0,0.25
44.0,-18.0,0.25
50.0,-12.0,0.25
44.0,-6.0,0.25
38.0,-6.0,0.25
32.0,-12.0,0.25
26.0,-18.0,0.25
20.0,-24.0,0.25
14.0,-30.0,0.25
8.0,-36.0,0.25
2.0,-42.0,0.25
-4.0,-48.0,0.25
-10.0,-42.0,0.25
-16.0,-36.0,0.25
-22.0,-36.0,0.25
-22.0,-42.0,0.25
-22.0,-48.0,0.25
-22.0,-42.0,0.25
-22.0,-36.0,0.25
-16.0,-30.0,0.25
-10.0,-24.0,0.25
-4.0,-18.0,0.25
-4.0,-12.0,0.25
-10.0,-6.0,0.25
-16.0,0.0,0.25
-22.0,6.0,0.25
-28.0,6.0,0.25
-34.0,12.0,0.25
-40.0,18.0,0.25
-46.0,24.0,0.25
-46.0,30.0,0.25
-40.0,30.0,0.25
-34.0,30.0,0.25
-28.0,36.0,0.25
-22.0,42.0,0.25
-16.0,42.0,0.25
-10.0,42.0,0.25
-4.0,36.0,0.25
2.0,30.0,0.25
8.0,24.0,0.25
14.0,18.0,0.25
20.0,12.0,0.25
26.0,6.0,0.25
32.0,0.0,0.25
38.0,-6.0,0.25
44.0,-12.0,0.25
50.0,-18.0,0.25
44.0,-24.0,0.25
38.0,-30.0,0.25
38.0,-36.0,0.25
32.0,-42.0,0.25
26.0,-48.0,0.25
20.0,-42.0,0.25
14.0,-36.0,0.25
8.0,-30.0,0.25
8.0,-24.0,0.25
2.0,-18.0,0.25
-4.0,-12.0,0.25
-10.0,-18.0,0.25
-16.0,-24.0,0.25
-22.0,-30.0,0.25
-28.0,-36.0,0.25
-34.0,-42.0,0.25
-40.0,-48.0,0.25
-46.0,-42.0,0.25
-50.0,-48.0,0.25
-50.0,-50.0,0.25
-50.0,-50.0,0.25
-50.0,-50.0,0.25
-50.0,-50.0,0.25
-50.0,-50.0,0.25
-50.0,-50.0,0.25
-44.0,-44.0,0.25
