-5.0,17.0,0.25
-7.0,19.0,0.25
-9.0,21.0,0.25
-11.0,23.0,0.25
-20.0,25.0,0.25
-25.0,25.0,0.25
-25.0,15.0,0.25
-25.0,10.0,0.25
-25.0,8.0,0.25
-25.0,8.0,0.25
-23.0,6.0,0.25
-21.0,4.0,0.25
-19.0,2.0,0.25
-8.0,0.0,0.25
9.0,-5.0,0.25
9.0,-7.0,0.25
9.0,-9.0,0.25
7.0,-11.0,0.25
5.0,-13.0,0.25
3.0,-15.0,0.25
1.0,-17.0,0.25
-1.0,-17.0,0.25
-1.0,-19.0,0.25
1.0,-21.0,0.25
3.0,-23.0,0.25
5.0,-25.0,0.25
7.0,-25.0,0.25
9.0,-25.0,0.25
9.0,-25.0,0.25
7.0,-23.0,0.25
7.0,-21.0,0.25
9.0,-21.0,0.25
11.0,-19.0,0.25
11.0,-17.0,0.25
9.0,-15.0,0.25
9.0,-13.0,0.25
11.0,-11.0,0.25
13.0,-9.0,0.25
15.0,-9.0,0.25
17.0,-9.0,0.25
19.0,-7.0,0.25
19.0,-5.0,0.25
19.0,-3.0,0.25
19.0,-3.0,0.25
25.0,-18.0,0.25
25.0,-20.0,0.25
23.0,-22.0,0.25
23.0,-24.0,0.25
21.0,-24.0,0.25
21.0,-24.0,0.25
23.0,-24.0,0.25
25.0,-22.0,0.25
23.0,-20.0,0.25
21.0,-18.0,0.25
19.0,-16.0,0.25
17.0,-14.0,0.25
15.0,-12.0,0.25
15.0,-10.0,0.25
15.0,-8.0,0.25
13.0,-6.0,0.25
13.0,-4.0,0.25
11.0,-2.0,0.25
11.0,0.0,0.25
11.0,2.0,0.25
13.0,4.0,0.25
13.0,4.0,0.25
13.0,2.0,0.25
15.0,0.0,0.25
17.0,-2.0,0.25
19.0,-2.0,0.25
19.0,-2.0,0.25
19.0,-4.0,0.25
19.0,-6.0,0.25
19.0,-6.0,0.25
17.0,-8.0,0.25
15.0,-8.0,0.25
15.0,-10.0,0.25
13.0,-12.0,0.25
13.0,-14.0,0.25
15.0,-16.0,0.25
17.0,-18.0,0.25
17.0,-20.0,0.25
17.0,-22.0,0.25
17.0,-24.0,0.25
25.0,-25.0,0.25
23.0,-23.0,0.25
21.0,-21.0,0.25
21.0,-19.0,0.25
21.0,-17.0,0.25
23.0,-15.0,0.25
25.0,-15.0,0.25
25.0,-13.0,0.25
23.0,-11.0,0.25
21.0,-9.0,0.25
21.0,-7.0,0.25
19.0,-5.0,0.25
17.0,-3.0,0.25
15.0,-1.0,0.25
13.0,-1.0,0.25
25.0,-10.0,0.25
